Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 93.1462 99.9999 -17.9593 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.951788 0.931463 0.0203247 -1 1e+006 1e+006 1 0.000632076 0 0.951748 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 1.22808 99.9999 -17.9593 0 16 9 110 0.01423 0.01423 0 0 0 0 50 50 0.0104919 0.0122808 -0.0017889 351068 13184.4 13184.4 2.63915 0.000120099 0 0.0104914 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 1.24677 99.9999 -17.9593 0 17 9 115 0.01249 0.01249 0 0 0 0 50 50 0.011551 0.0124677 -0.000916651 1.42492e+006 13385.1 13385.1 0.752084 0.000121904 0 0.0115505 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0 99.9999 -17.9593 0 21 8 90 0.0066 0.0066 0 0 0 0 50 50 4.223e-005 0 0 333135 0 0 0.0341078 0 0 4.223e-005 1 0 0 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0.631924 99.9999 -17.9593 0 21 9 126 0.01912 0.01912 0 0 0 0 50 50 0.00711785 0.00631925 0.000798601 4.43976e+006 6784.22 2895.35 0.0341078 6.21715e-005 0 0.0028118 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0 99.9999 -17.9593 0 21 10 163 0.04229 0.04229 0 0 0 0 50 50 0 0 0 2.69608e+006 0 3888.87 0.0341078 0 0 0.00430575 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 1.57796 99.9999 -17.9593 0 24 8 88 0.00714 0.00714 0 0 0 0 50 50 0.0117956 0.0157796 -0.00398399 5.98376e+006 16940.6 1687.95 0.0395081 0.000153768 0 0.00132062 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0 99.9999 -17.9593 0 24 9 107 0.01305 0.01305 0 0 0 0 50 50 0 0 0 2.95835e+007 0 15252.7 0.0395081 0 0 0.0104745 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 2.16896 99.9999 -17.9593 0 25 7 56 0.00152 0.00152 0 0 0 0 50 50 0.00725587 0.0216897 -0.0144338 2.35384e+007 23285.6 3142.33 0.0878274 0.000210091 0 0.0008827 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0 99.9999 -17.9593 0 25 8 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.30023e+007 0 13536 0.0878274 0 0 0.00426226 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07358e+006 0 99.9999 -17.9593 0 25 9 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 8.2308e+006 0 6607.22 0.0878274 0 0 0.0021106 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.03424e+006 0.188406 9.48479 -6.57632 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.0403852 0.019864 0.0205213 -1 100000 100000 1 0.00185692 0 0.0403852 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.03424e+006 1.22263 9.48479 -6.57632 0 17 9 130 0.01794 0.01794 0 0 0 0 50 50 0.0889451 0.128904 -0.0399588 1.42492e+006 648934 70174.7 2.74515 0.0107096 0 0.0113076 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.03424e+006 0 9.48479 -6.57632 0 17 10 166 0.03718 0.03718 0 0 0 0 50 50 0 0 0 2.13516e+006 0 217925 2.74515 0 0 0.0353542 1 0 1 1
