Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1974 1 1 1 1 3 150 177 0.0482435 0.0482435 1.12161e+006 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 17 17 1 1 0 -1 1.12161e+006 1.12161e+006 1.12161 0 0 1 0 1 1 1
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 36 36 0.983145 0.938855 0.0442903 -1 1.57638e+006 1.57638e+006 1.57638 0.0574061 0 0.964265 0 1 1 1
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 3 92 0.00677 0.00677 0 0 0 0 36 36 0.0168545 0.0611448 -0.0442903 189508 102665 2966.75 2.31242 0.0574061 0 0.0103693 0 1 1 1
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 4 109 0.01127 0.01127 0 0 0 0 36 36 1e-008 0 0 2.38874e+006 0 0 1.33851 0 0 1e-008 0 0 0 2
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 5 129 0.01868 0.01868 0 0 0 0 36 36 1e-008 0 0 7.50722e+006 0 0 0.709998 0 0 1e-008 0 0 0 2
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 6 149 0.02878 0.02878 0 0 0 0 36 36 0 0 0 9.02475e+006 0 99698.4 0.38385 0 0 0.00616157 0 0 1 1
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 7 169 0.04199 0.04199 0 0 0 0 36 36 1e-008 0 0 8.63718e+006 0 0 0 0 0 1e-008 0 0 0 2
1974 1 1 1 1 4 200 226 0.100426 0.100426 1.67905e+006 0 0 0 0 2 8 189 0.05874 0.05874 0 0 0 0 36 36 0.0192041 0 0 9.33816e+006 0 0 0 0 0 0.0192041 0 0 0 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 57 57 0.806091 0.479515 0.326576 -1 2.00917e+006 2.00917e+006 2.00917 0.24958 0 0.746515 0 1 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 2 77 0.00397 0.00397 0 0 0 0 57 57 0.155325 0.0660177 0.0893073 43692.8 276614 925.942 5.33806 0.0616594 0 0.0846499 0 1 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 3 92 0.00677 0.00677 0 0 0 0 57 57 0 0 0 189508 0 4717.7 3.67718 0 0 0.0282039 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 4 109 0.01127 0.01127 0 0 0 0 57 57 0 0 0 2.38874e+006 0 63043.1 2.34178 0 0 0.0176865 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 5 129 0.01868 0.01868 0 0 0 0 57 57 1e-008 0 0 7.50722e+006 0 0 1.36554 0 0 1e-008 0 0 0 2
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 6 149 0.02878 0.02878 0 0 0 0 57 57 0 0 0 9.02475e+006 0 207927 0.800543 0 0 0.0133051 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 7 169 0.04199 0.04199 0 0 0 0 57 57 1e-008 0 0 8.63718e+006 0 0 0.475191 0 0 1e-008 0 0 0 2
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 8 189 0.05874 0.05874 0 0 0 0 57 57 1e-008 0 0 9.33816e+006 0 0 0 0 0 1e-008 0 0 0 2
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 9 209 0.07943 0.07943 0 0 0 0 57 57 1e-008 0 0 8.67613e+006 0 0 0 0 0 1e-008 0 0 0 2
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 2 10 229 0.10448 0.10448 0 0 0 0 57 57 0.0727983 0 0 6.69786e+006 0 0 0 0 0 0.0727983 0 0 0 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 2 64 0.00228 0.00228 0 0 0 0 57 57 0.00084367 0 0 426722 0 0 2.81161 0 0 0.00084367 0 0 0 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 3 74 0.00353 0.00353 0 0 0 0 57 57 0.0385841 0.454467 -0.415883 7.47965e+006 1.90421e+006 60129.5 2.27736 0.247927 0 0.00293548 0 1 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 4 84 0.00516 0.00516 0 0 0 0 57 57 0 0 0 3.43041e+007 0 317537 1.7939 0 0 0.00565228 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 5 94 0.00723 0.00723 0 0 0 0 57 57 0 0 0 4.16385e+007 0 418335 1.3896 0 0 0.0100285 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 6 104 0.00979 0.00979 0 0 0 0 57 57 0 0 0 1.98098e+007 0 206903 1.06685 0 0 0.00726514 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 7 114 0.01289 0.01289 0 0 0 0 57 57 0 0 0 3.28127e+007 0 345018 0.81573 0 0 0.0084117 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 8 124 0.01659 0.01659 0 0 0 0 57 57 0 0 0 5.38512e+007 0 556291 0.622673 0 0 0.00143937 0 0 1 1
1974 1 1 1 1 5 250 269 0.169346 0.169346 4.18999e+006 0 0 0 0 3 9 134 0.02093 0.02093 0 0 0 0 57 57 0.00026513 0 0 3.98619e+007 0 0 0.475862 0 0 0.00026513 0 0 0 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 26 26 0.474134 0.335382 0.138752 -1 2.5365e+006 2.5365e+006 2.5365 0.222901 0 0.43857 0 1 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 2 77 0.00397 0.00397 0 0 0 0 26 26 0.469696 0.188677 0.281019 43692.8 1.42696e+006 1197.68 6.90464 0.153078 0 0.0178549 0 1 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 3 92 0.00677 0.00677 0 0 0 0 26 26 0 0 0 189508 0 6717.69 5.23606 0 0 0.0477454 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 4 109 0.01127 0.01127 0 0 0 0 26 26 0 0 0 2.38874e+006 0 98395.3 3.65496 0 0 0.0853578 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 5 129 0.01868 0.01868 0 0 0 0 26 26 0 0 0 7.50722e+006 0 327345 2.33426 0 0 0.116628 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 6 149 0.02878 0.02878 0 0 0 0 26 26 0 0 0 9.02475e+006 0 384194 1.47919 0 0 0.0904884 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 7 169 0.04199 0.04199 0 0 0 0 26 26 0 0 0 8.63718e+006 0 340849 0.939818 0 0 0.0532488 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 8 189 0.05874 0.05874 0 0 0 0 26 26 1e-008 0 0 9.33816e+006 0 0 0.601653 0 0 1e-008 0 0 0 2
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 9 209 0.07943 0.07943 0 0 0 0 26 26 0 0 0 8.67613e+006 0 268263 0.389269 0 0 0.0231415 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 2 10 229 0.10448 0.10448 0 0 0 0 26 26 0.0737581 0 0 6.69786e+006 0 0 0 0 0 0.0737581 0 0 0 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 2 64 0.00228 0.00228 0 0 0 0 26 26 0.00045444 0 0 426722 0 0 3.29117 0 0 0.00045444 0 0 0 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 3 74 0.00353 0.00353 0 0 0 0 26 26 0.0561695 0.475941 -0.419772 7.47965e+006 3.59954e+006 76148.5 2.88407 0.249421 0 0.00198761 0 1 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 4 84 0.00516 0.00516 0 0 0 0 26 26 0 0 0 3.43041e+007 0 430577 2.43251 0 0 0.00544851 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 5 94 0.00723 0.00723 0 0 0 0 26 26 0 0 0 4.16385e+007 0 602772 2.00226 0 0 0.00697866 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 6 104 0.00979 0.00979 0 0 0 0 26 26 0 0 0 1.98098e+007 0 314844 1.62343 0 0 0.0148115 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 7 114 0.01289 0.01289 0 0 0 0 26 26 0 0 0 3.28127e+007 0 551670 1.30432 0 0 0.0140306 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 8 124 0.01659 0.01659 0 0 0 0 26 26 0 0 0 5.38512e+007 0 930830 1.04191 0 0 0.00747586 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 9 134 0.02093 0.02093 0 0 0 0 26 26 0 0 0 3.98619e+007 0 692702 0.830269 0 0 0.00122354 0 0 1 1
1974 1 1 1 1 6 300 318 0.27977 0.27977 7.563e+006 0 0 0 0 3 10 154 0.03177 0.03177 0 0 0 0 26 26 0.00079642 0 0 1.98379e+007 0 0 0.526029 0 0 0.00079642 0 0 0 1
1974 1 1 1 1 7 350 372 0.447866 0.447866 3.72322e+006 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 15 15 0.109646 0.847588 -0.737943 -1 3.15576e+006 3.15576e+006 3.15576 0.129182 0 0.109646 0 1 1 1
1974 1 1 1 1 7 350 372 0.447866 0.447866 3.72322e+006 0 0 0 0 2 4 109 0.01127 0.01127 0 0 0 0 15 15 0.781058 0.0369512 0.744107 2.38874e+006 137577 137577 5.1104 0.0355858 0 0.781058 0 1 1 1
