Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed prop.in propmat BIO SSB Lsea ration
1974 1 2 1 0.025 0.141163 0.0792 0.00299519 0.169159 1.63539e+007 1.50455e+007 45064.2 35592.7 0.013542 0.012 427.112 427.112 1 1 0 221465 0 132 0 
1974 1 2 2 0.025 0.0706499 0.0735 0.0157173 0.111367 1.49489e+007 1.41465e+007 222345 337970 0.03 0.03 10139.1 10139.1 1 1 0.7 448466 313926 170 0 
1974 1 2 3 0.025 0.041124 0.0638 0.0202821 0.0864061 8.67845e+006 8.31408e+006 168627 261472 0.048 0.048 12550.6 12550.6 1 1 0.9 416566 374909 198 0 
1974 1 2 4 0.025 0.0330648 0.057 0.0223697 0.0804345 8.9381e+006 8.58808e+006 192113 230434 0.06 0.06 13826.1 13826.1 1 1 1 536286 536286 213 0 
1974 1 2 5 0.025 0.0304766 0.0546 0.0275291 0.0830057 3.94985e+006 3.79037e+006 104345 94646 0.065 0.065 6151.99 6151.99 1 1 1 256741 256741 218 0 
1974 1 2 6 0.025 0.0300006 0.0566 0.0275291 0.0825296 1.79078e+006 1.71887e+006 47319 41418.8 0.066 0.066 2733.64 2733.64 1 1 1 118191 118191 219 0 
1974 1 2 7 0.025 0.0246062 0.0534 0.0275291 0.0771353 1.1265e+006 1.08415e+006 29845.6 20193.3 0.072 0.072 1453.92 1453.92 1 1 1 81108 81108 225 0 
1974 1 2 8 0.025 0.0172267 0.0512 0.0275291 0.0697557 3.97803e+006 3.84246e+006 105779 72119.6 0.1011 0.1011 7291.29 7291.29 1 1 1 402179 402179 251 0 
1974 2 2 1 0.025 0.0617307 0.0792 0.00645525 0.093186 1.38088e+007 1.3185e+007 85112.3 88555.8 0.02 0.008 708.447 708.447 1 1 0 276177 0 150 0 
1974 2 2 2 0.025 0.0387539 0.0735 0.0571715 0.120925 1.33734e+007 1.25965e+007 720158 715304 0.035 0.035 25035.6 25035.6 1 1 0.7 468069 327649 179 0 
1974 2 2 3 0.025 0.0271794 0.0638 0.0905559 0.142735 7.96006e+006 7.41806e+006 671749 645533 0.047 0.047 30340 30340 1 1 0.9 374123 336711 197 0 
1974 2 2 4 0.025 0.0238553 0.057 0.0998768 0.148732 8.24732e+006 7.66331e+006 765386 692745 0.054 0.054 37408.2 37408.2 1 1 1 445355 445355 206 0 
1974 2 2 5 0.025 0.0218909 0.0546 0.122913 0.169803 3.63523e+006 3.34335e+006 410939 218044 0.059 0.059 12864.6 12864.6 1 1 1 214479 214479 211 0 
1974 2 2 6 0.025 0.0251875 0.0566 0.122913 0.1731 1.64892e+006 1.5141e+006 186101 131761 0.051 0.051 6719.81 6719.81 1 1 1 84095 84095 202 0 
1974 2 2 7 0.025 0.0226416 0.0534 0.122913 0.170554 1.04287e+006 958788 117847 102765 0.057 0.057 5857.62 5857.62 1 1 1 59443.8 59443.8 209 0 
1974 2 2 8 0.025 0.0153359 0.0512 0.122913 0.163248 3.71e+006 3.423e+006 420730 192289 0.07715 0.07715 14835.1 14835.1 1 1 1 286226 286226 230 0 
1974 3 2 0 0.025 0.166835 0.05 0 0.191835 1.84792e+007 1.68148e+007 0 1421.02 0.01035 0.011 15.6313 15.6313 1 1 0 191260 0 121 0 
1974 3 2 1 0.025 0.0625964 0.0792 0.0105698 0.0981662 1.25802e+007 1.19824e+007 126652 165289 0.035 0.041 6776.86 6776.86 1 1 0 440306 0 179 0 
1974 3 2 2 0.025 0.0453147 0.0735 0.0253594 0.0956741 1.18502e+007 1.1301e+007 286586 214024 0.045 0.045 9631.09 9631.09 1 1 0.7 533258 373281 194 0 
1974 3 2 3 0.025 0.0418876 0.0638 0.0456805 0.112568 6.90124e+006 6.52699e+006 298156 200429 0.049 0.049 9821.02 9821.02 1 1 0.9 338161 304345 199 0 
1974 3 2 4 0.025 0.0396037 0.057 0.0503824 0.114986 7.10754e+006 6.71413e+006 338274 158344 0.052 0.052 8233.9 8233.9 1 1 1 369592 369592 203 0 
1974 3 2 5 0.025 0.0328253 0.0546 0.0620027 0.119828 3.06752e+006 2.89086e+006 179241 364695 0.063 0.063 22975.8 22975.8 1 1 1 193254 193254 216 0 
1974 3 2 6 0.025 0.0280183 0.0566 0.0620027 0.115021 1.38683e+006 1.31005e+006 81226.4 125476 0.068 0.068 8532.39 8532.39 1 1 1 94304.5 94304.5 221 0 
1974 3 2 7 0.025 0.0280183 0.0534 0.0620027 0.115021 879348 830661 51503.2 46668.2 0.068 0.068 3173.43 3173.43 1 1 1 59795.7 59795.7 221 0 
1974 3 2 8 0.025 0.0205864 0.0512 0.0620027 0.107589 3.1512e+006 2.9876e+006 185239 232057 0.09178 0.09178 21298.2 21298.2 1 1 1 289217 289217 243 0 
1974 4 2 0 0.025 0.158265 0.05 0 0.183265 1.52535e+007 1.39374e+007 0 3406.59 0.010306 0.01 34.0659 34.0659 1 1 0 157203 0 121 0 
1974 4 2 1 0.025 0.0677468 0.0792 0.0224263 0.115173 1.14039e+007 1.07717e+007 241570 257761 0.032257 0.031 7990.58 7990.58 1 1 0 367856 0 174 0 
1974 4 2 2 0.025 0.0518599 0.0735 0.035327 0.112187 1.0769e+007 1.01869e+007 359872 355471 0.04 0.04 14218.8 14218.8 1 1 0.7 430759 301531 187 0 
1974 4 2 3 0.025 0.0409879 0.0638 0.0369946 0.102983 6.16651e+006 5.85962e+006 216774 323913 0.052 0.052 16843.5 16843.5 1 1 0.9 320659 288593 203 0 
1974 4 2 4 0.025 0.0363507 0.057 0.0408024 0.102153 6.33551e+006 6.02266e+006 245739 315562 0.059 0.059 18618.2 18618.2 1 1 1 373795 373795 211 0 
1974 4 2 5 0.025 0.0351909 0.0546 0.0502132 0.110404 2.72111e+006 2.57628e+006 129363 249868 0.061 0.061 15242 15242 1 1 1 165988 165988 214 0 
1974 4 2 6 0.025 0.0357626 0.0566 0.0502132 0.110976 1.23615e+006 1.17003e+006 58750.7 96220.7 0.06 0.06 5773.24 5773.24 1 1 1 74168.9 74168.9 213 0 
1974 4 2 7 0.025 0.029345 0.0534 0.0502132 0.104558 783805 744220 37369.6 58187.3 0.068 0.068 3956.74 3956.74 1 1 1 53298.7 53298.7 221 0 
1974 4 2 8 0.025 0.022723 0.0512 0.0502132 0.0979362 2.82977e+006 2.69561e+006 135355 177581 0.0877 0.0877 15573.9 15573.9 1 1 1 248170 248170 240 0 
1975 1 2 1 0.025 0.173252 0.0848 0.00290991 0.201162 1.26993e+007 1.15035e+007 33474.2 57979.6 0.013503 0.012 695.756 695.756 1 1 0 171479 0 132 0 
1975 1 2 2 0.025 0.0928209 0.0785 0.0152698 0.133091 1.01633e+007 9.51601e+006 145307 280180 0.03 0.03 8405.39 8405.39 1 1 0.7 304899 213429 170 0 
1975 1 2 3 0.025 0.0575768 0.07 0.0197046 0.102281 9.62614e+006 9.15021e+006 180301 217448 0.048 0.048 10437.5 10437.5 1 1 0.9 462055 415849 198 0 
1975 1 2 4 0.025 0.0467117 0.0616 0.0217328 0.0934445 5.56308e+006 5.31107e+006 115424 147575 0.06 0.06 8854.48 8854.48 1 1 1 333785 333785 213 0 
1975 1 2 5 0.025 0.0431905 0.0574 0.0267453 0.0949358 5.72028e+006 5.45714e+006 145953 143916 0.065 0.065 9354.54 9354.54 1 1 1 371818 371818 218 0 
1975 1 2 6 0.025 0.0425411 0.0602 0.0267453 0.0942864 2.43668e+006 2.32534e+006 62191.8 30532.9 0.066 0.066 2015.17 2015.17 1 1 1 160821 160821 219 0 
1975 1 2 7 0.025 0.0362947 0.0557 0.0267453 0.08804 1.1063e+006 1.059e+006 28323.3 22651.8 0.072 0.072 1630.93 1630.93 1 1 1 79653.8 79653.8 225 0 
1975 1 2 8 0.025 0.0255715 0.0516 0.0267453 0.0773168 3.27176e+006 3.14848e+006 84206.8 82430.4 0.10117 0.10117 8339.48 8339.48 1 1 1 331004 331004 251 0 
1975 2 2 1 0.025 0.0804897 0.0848 0.00627146 0.111761 1.03852e+007 9.82593e+006 61622.9 80883.7 0.02 0.008 647.069 647.069 1 1 0 207705 0 150 0 
1975 2 2 2 0.025 0.0523979 0.0785 0.0555438 0.132942 8.89681e+006 8.33079e+006 462724 685209 0.035 0.035 23982.3 23982.3 1 1 0.7 311388 217972 179 0 
1975 2 2 3 0.025 0.0383297 0.07 0.0879776 0.151307 8.69024e+006 8.06473e+006 709516 646759 0.047 0.047 30397.7 30397.7 1 1 0.9 408441 367597 197 0 
1975 2 2 4 0.025 0.0338646 0.0616 0.0970331 0.155898 5.06679e+006 4.69158e+006 455239 422021 0.054 0.054 22789.2 22789.2 1 1 1 273606 273606 206 0 
1975 2 2 5 0.025 0.031205 0.0574 0.119413 0.175618 5.2022e+006 4.771e+006 569720 407849 0.059 0.059 24063.1 24063.1 1 1 1 306930 306930 211 0 
1975 2 2 6 0.025 0.0356592 0.0602 0.119413 0.180072 2.21744e+006 2.02925e+006 242319 111911 0.051 0.051 5707.48 5707.48 1 1 1 113089 113089 202 0 
1975 2 2 7 0.025 0.0322233 0.0557 0.119413 0.176636 1.01307e+006 928640 110892 66896.3 0.057 0.057 3813.09 3813.09 1 1 1 57744.9 57744.9 209 0 
1975 2 2 8 0.025 0.0228149 0.0516 0.119413 0.167228 3.02833e+006 2.78866e+006 333003 225174 0.07694 0.07694 17324.9 17324.9 1 1 1 233000 233000 230 0 
1975 3 2 0 0.025 0.144275 0.05 0 0.169275 3.2677e+007 3.0061e+007 0 3344.61 0.009957 0.011 36.7907 36.7907 1 1 0 325365 0 120 0 
1975 3 2 1 0.025 0.0609786 0.0848 0.0102689 0.0962474 9.28707e+006 8.85414e+006 90922 123823 0.035 0.041 5076.73 5076.73 1 1 0 325048 0 179 0 
1975 3 2 2 0.025 0.0469135 0.0785 0.0246374 0.0965509 7.7893e+006 7.42509e+006 182935 181523 0.045 0.045 8168.52 8168.52 1 1 0.7 350519 245363 194 0 
1975 3 2 3 0.025 0.043657 0.07 0.04438 0.113037 7.46999e+006 7.06326e+006 313467 183685 0.049 0.049 9000.56 9000.56 1 1 0.9 366029 329426 199 0 
1975 3 2 4 0.025 0.0414696 0.0616 0.048948 0.115418 4.33538e+006 4.09454e+006 200420 136452 0.052 0.052 7095.48 7095.48 1 1 1 225440 225440 203 0 
1975 3 2 5 0.025 0.0348903 0.0574 0.0602374 0.120128 4.36432e+006 4.11237e+006 247719 423418 0.063 0.063 26675.3 26675.3 1 1 1 274952 274952 216 0 
1975 3 2 6 0.025 0.0310133 0.0602 0.0602374 0.116251 1.85202e+006 1.74843e+006 105321 136981 0.068 0.068 9314.74 9314.74 1 1 1 125938 125938 221 0 
1975 3 2 7 0.025 0.0310133 0.0557 0.0602374 0.116251 849037 801545 48283 47597.3 0.068 0.068 3236.61 3236.61 1 1 1 57734.5 57734.5 221 0 
1975 3 2 8 0.025 0.0232403 0.0516 0.0602374 0.108478 2.56199e+006 2.42792e+006 146252 253223 0.09169 0.09169 23218 23218 1 1 1 234909 234909 243 0 
1975 4 2 0 0.025 0.126613 0.05 0 0.151613 2.75884e+007 2.55988e+007 0 73773.3 0.010264 0.01 737.733 737.733 1 1 0 283168 0 121 0 
1975 4 2 1 0.025 0.0616586 0.0848 0.0217878 0.108446 8.43488e+006 7.99361e+006 174163 468469 0.031282 0.031 14522.5 14522.5 1 1 0 263860 0 173 0 
1975 4 2 2 0.025 0.0482082 0.0785 0.0343212 0.107529 7.0724e+006 6.70543e+006 230138 269607 0.04 0.04 10784.3 10784.3 1 1 0.7 282896 198027 187 0 
1975 4 2 3 0.025 0.0388996 0.07 0.0359413 0.0998409 6.67158e+006 6.34934e+006 228204 229112 0.052 0.052 11913.8 11913.8 1 1 0.9 346922 312230 203 0 
1975 4 2 4 0.025 0.0348439 0.0616 0.0396407 0.0994847 3.8628e+006 3.67687e+006 145754 149047 0.059 0.059 8793.8 8793.8 1 1 1 227905 227905 211 0 
1975 4 2 5 0.025 0.0338208 0.0574 0.0487835 0.107604 3.87031e+006 3.66935e+006 179004 251518 0.061 0.061 15342.6 15342.6 1 1 1 236089 236089 214 0 
1975 4 2 6 0.025 0.0343256 0.0602 0.0487835 0.108109 1.64877e+006 1.56277e+006 76237.5 74425.7 0.06 0.06 4465.54 4465.54 1 1 1 98926.1 98926.1 213 0 
1975 4 2 7 0.025 0.0292367 0.0557 0.0487835 0.10302 755857 718226 35037.6 39071.4 0.068 0.068 2656.86 2656.86 1 1 1 51398.3 51398.3 221 0 
1975 4 2 8 0.025 0.0233398 0.0516 0.0487835 0.0971233 2.29861e+006 2.19051e+006 106861 126718 0.0865 0.0865 10961.1 10961.1 1 1 1 198830 198830 239 0 
