Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 3.36163 5 -12.1996 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.951788 0.672325 0.279462 -1 1e+06 1e+06 1 0.0367173 0 0.951748 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0.410119 5 -12.1996 0 16 3 110 0.01423 0.01423 0 0 0 0 50 50 0.0104919 0.0820237 -0.0715319 318798 122000 122000 26.8931 0.0125493 0 0.0104914 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0.309876 5 -12.1996 0 17 3 115 0.01249 0.01249 0 0 0 0 50 50 0.011551 0.0619753 -0.0504242 1.31685e+06 92180.4 92180.4 5.60454 0.00968906 0 0.0115505 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0 5 -12.1996 0 21 2 90 0.0066 0.0066 0 0 0 0 50 50 4.223e-05 0 0 296385 0 0 0.264969 0 0 4.223e-05 1 0 0 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0.159623 5 -12.1996 0 21 3 126 0.01912 0.01912 0 0 0 0 50 50 0.00711785 0.0319245 -0.0248067 3.96013e+06 47483.8 20062.8 0.264969 0.00515089 0 0.0028118 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0 5 -12.1996 0 21 4 163 0.04229 0.04229 0 0 0 0 50 50 0 0 0 2.44709e+06 0 27420.9 0.264969 0 0 0.00430575 1 0 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0.235077 5 -12.1996 0 24 2 88 0.00714 0.00714 0 0 0 0 50 50 0.0117956 0.0470155 -0.0352199 3.21631e+06 69929.6 6625.31 0.288503 0.0074675 0 0.00132062 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0 5 -12.1996 0 24 3 107 0.01305 0.01305 0 0 0 0 50 50 0 0 0 1.6814e+07 0 63304.3 0.288503 0 0 0.0104745 1 0 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0.523678 5 -12.1996 0 25 1 56 0.00152 0.00152 0 0 0 0 50 50 0.00725587 0.104736 -0.0974797 2.01353e+07 155781 16697.8 0.545579 0.0156277 0 0.0008827 1 1 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0 5 -12.1996 0 25 2 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.03098e+07 0 77224.9 0.545579 0 0 0.00426226 1 0 1 1
1981 1 1 1 0 9 500 500 5 5 1.48737e+06 0 5 -12.1996 0 25 3 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 1.24049e+07 0 61858.3 0.545579 0 0 0.0021106 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0.171803 5 -5.78766 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.0403852 0.0343606 0.00602467 -1 100000 100000 1 0.00552999 0 0.0403852 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0.688751 5 -5.78766 0 17 3 130 0.01794 0.01794 0 0 0 0 50 50 0.0889451 0.13775 -0.0488051 1.31685e+06 400896 42254.3 1.78859 0.0197959 0 0.0113076 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 17 4 166 0.03718 0.03718 0 0 0 0 50 50 0 0 0 1.97667e+06 0 131449 1.78859 0 0 0.0353542 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 17 5 212 0.07524 0.07524 0 0 0 0 50 50 0 0 0 1.68824e+06 0 227193 1.78859 0 0 0.0422833 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0.63866 5 -5.78766 0 18 3 131 0.01781 0.01781 0 0 0 0 50 50 0.0159745 0.127732 -0.111757 965231 371740 75280.9 4.37915 0.0185694 0 0.00318619 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 18 4 166 0.03504 0.03504 0 0 0 0 50 50 0 0 0 1.93202e+06 0 296459 4.37915 0 0 0.0127883 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0.481731 5 -5.78766 0 21 2 87 0.00594 0.00594 0 0 0 0 50 50 0.273686 0.0963462 0.17734 296385 280398 3169.08 1.80008 0.0145106 0 0.00353512 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 21 3 126 0.01911 0.01911 0 0 0 0 50 50 0 0 0 3.96013e+06 0 136226 1.80008 0 0 0.189316 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 21 4 150 0.03201 0.03201 0 0 0 0 50 50 0 0 0 2.44709e+06 0 141002 1.80008 0 0 0.0808345 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 1.02457 5 -5.78766 0 22 2 86 0.00186 0.00186 0 0 0 0 50 50 0.197901 0.204913 -0.00701169 2.00215e+07 596361 45324.7 1.2171 0.027154 0 0.0179241 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 22 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 5.52563e+07 0 324157 1.2171 0 0 0.141661 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 22 4 159 0.01305 0.01305 0 0 0 0 50 50 0 0 0 1.42843e+07 0 226880 1.2171 0 0 0.0383161 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 1.16889 5 -5.78766 0 23 2 86 0.00186 0.00186 0 0 0 0 50 50 0.197901 0.233778 -0.0358761 2.79215e+07 680366 56637.2 1.09056 0.0298543 0 0.0179241 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 23 3 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 8.04076e+07 0 422664 1.09056 0 0 0.141661 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 23 4 159 0.01305 0.01305 0 0 0 0 50 50 0 0 0 1.41278e+07 0 201065 1.09056 0 0 0.0383161 1 0 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0.825601 5 -5.78766 0 25 1 56 0.00152 0.00152 0 0 0 0 50 50 0.185206 0.16512 0.0200862 2.01353e+07 480552 44375.9 1.44993 0.0229759 0 0.0119955 1 1 1 1
1981 1 1 2 0 9 500 500 5 5 2.91031e+06 0 5 -5.78766 0 25 2 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.03098e+07 0 205232 1.44993 0 0 0.0574403 1 0 1 1
