Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 92.8915 99.9999 -17.8976 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.951788 0.928916 0.0228722 -1 1e+06 1e+06 1 0.000653777 0 0.951748 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 1.37681 99.9999 -17.8976 0 16 9 110 0.01423 0.01423 0 0 0 0 50 50 0.0104919 0.0137681 -0.00327621 372144 14821.7 14821.7 2.79886 0.000134441 0 0.0104914 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 1.22053 99.9999 -17.8976 0 17 9 115 0.01249 0.01249 0 0 0 0 50 50 0.011551 0.0122053 -0.000654301 1.58148e+06 13139.3 13139.3 0.665194 0.00011937 0 0.0115505 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0 99.9999 -17.8976 0 21 8 90 0.0066 0.0066 0 0 0 0 50 50 4.223e-05 0 0 281865 0 0 0.0362863 0 0 4.223e-05 1 0 0 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0.572675 99.9999 -17.8976 0 21 9 126 0.01912 0.01912 0 0 0 0 50 50 0.00711785 0.00572675 0.0013911 3.76401e+06 6164.98 2611.45 0.0362863 5.63758e-05 0 0.0028118 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0 99.9999 -17.8976 0 21 10 163 0.04229 0.04229 0 0 0 0 50 50 0 0 0 2.31569e+06 0 3553.54 0.0362863 0 0 0.00430575 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 1.76751 99.9999 -17.8976 0 24 8 88 0.00714 0.00714 0 0 0 0 50 50 0.0117956 0.0176752 -0.00587956 6.39535e+06 19027.7 1898.47 0.0415758 0.000171908 0 0.00132062 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0 99.9999 -17.8976 0 24 9 107 0.01305 0.01305 0 0 0 0 50 50 0 0 0 3.15709e+07 0 17129.3 0.0415758 0 0 0.0104745 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 2.17091 99.9999 -17.8976 0 25 7 56 0.00152 0.00152 0 0 0 0 50 50 0.00725587 0.0217091 -0.0144532 2.3683e+07 23370.3 3068.06 0.0852282 0.000210275 0 0.0008827 1 1 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0 99.9999 -17.8976 0 25 8 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.34359e+07 0 13308 0.0852282 0 0 0.00426226 1 0 1 1
1981 1 1 1 0 15 500 500 5 5 1.07652e+06 0 99.9999 -17.8976 0 25 9 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 8.97871e+06 0 6994.29 0.0852282 0 0 0.0021106 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0.199862 10.0528 -6.21628 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.0403852 0.0198812 0.0205041 -1 100000 100000 1 0.00176298 0 0.0403852 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 1.50692 10.0528 -6.21628 0 17 9 130 0.01794 0.01794 0 0 0 0 50 50 0.0889451 0.1499 -0.0609547 1.58148e+06 753978 78278 2.75901 0.0115292 0 0.0113076 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 17 10 166 0.03718 0.03718 0 0 0 0 50 50 0 0 0 2.37957e+06 0 244097 2.75901 0 0 0.0353542 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 17 11 212 0.07524 0.07524 0 0 0 0 50 50 0 0 0 2.07913e+06 0 431603 2.75901 0 0 0.0422833 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 1.46255 10.0528 -6.21628 0 18 9 131 0.01781 0.01781 0 0 0 0 50 50 0.0159745 0.145487 -0.129513 933297 731782 147446 8.87049 0.0112479 0 0.00318619 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 18 10 166 0.03504 0.03504 0 0 0 0 50 50 0 0 0 1.87997e+06 0 584337 8.87049 0 0 0.0127883 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0.933401 10.0528 -6.21628 0 21 8 87 0.00594 0.00594 0 0 0 0 50 50 0.273686 0.0928497 0.180836 281865 467023 5292.95 3.16133 0.00762056 0 0.00353512 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 21 9 126 0.01911 0.01911 0 0 0 0 50 50 0 0 0 3.76401e+06 0 227395 3.16133 0 0 0.189316 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 21 10 150 0.03201 0.03201 0 0 0 0 50 50 0 0 0 2.31569e+06 0 234335 3.16133 0 0 0.0808345 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 1.85213 10.0528 -6.21628 0 22 8 86 0.00186 0.00186 0 0 0 0 50 50 0.197901 0.18424 0.0136614 2.36526e+07 926706 95516.1 2.17112 0.013598 0 0.0179241 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 22 9 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 5.83766e+07 0 610900 2.17112 0 0 0.141661 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 22 10 159 0.01305 0.01305 0 0 0 0 50 50 0 0 0 7.775e+06 0 220290 2.17112 0 0 0.0383161 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 2.40766 10.0528 -6.21628 0 23 8 86 0.00186 0.00186 0 0 0 0 50 50 0.197901 0.239501 -0.0415999 2.61512e+07 1.20466e+06 104240 2.14303 0.0164791 0 0.0179241 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 23 9 115 0.00482 0.00482 0 0 0 0 50 50 0 0 0 7.17772e+07 0 741414 2.14303 0 0 0.141661 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 23 10 159 0.01305 0.01305 0 0 0 0 50 50 0 0 0 1.28371e+07 0 359010 2.14303 0 0 0.0383161 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 1.69029 10.0528 -6.21628 0 25 7 56 0.00152 0.00152 0 0 0 0 50 50 0.185206 0.168141 0.0170657 2.3683e+07 845728 99029.6 2.75096 0.0126546 0 0.0119955 1 1 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 25 8 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.34359e+07 0 429550 2.75096 0 0 0.0574403 1 0 1 1
1981 1 1 2 0 15 500 500 5 5 5.02988e+06 0 10.0528 -6.21628 0 25 9 111 0.01284 0.01284 0 0 0 0 50 50 0 0 0 8.97871e+06 0 317149 2.75096 0 0 0.115771 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 106752 75.2576 80.3387 -15.7375 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.940661 0.936754 0.00390754 -1 100000 100000 1 0.000728389 0 0.940661 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 1.31247 80.3387 -15.7375 0 17 9 115 0.01249 0.01249 0 0 0 0 50 50 0.0138577 0.0163367 -0.00247908 1.58148e+06 1743.97 1743.97 0.0882906 0.000197567 0 0.0138577 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0.404666 80.3387 -15.7375 0 18 9 116 0.01264 0.01264 0 0 0 0 50 50 0.0141616 0.005037 0.00912458 933297 537.708 537.708 0.0455806 6.16144e-05 0 0.0141616 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0.277094 80.3387 -15.7375 0 21 10 163 0.04201 0.04201 0 0 0 0 50 50 0.00845566 0.00344907 0.00500659 2.31569e+06 368.194 120.472 0.00123838 4.22576e-05 0 0.0016167 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0 80.3387 -15.7375 0 21 11 222 0.10799 0.10799 0 0 0 0 50 50 0 0 0 1.09175e+06 0 146.003 0.00123838 0 0 0.00481218 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0 80.3387 -15.7375 0 21 12 258 0.1725 0.1725 0 0 0 0 50 50 0 0 0 476166 0 101.719 0.00123838 0 0 0.00202678 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 106752 1.92838 80.3387 -15.7375 0 24 8 88 0.00714 0.00714 0 0 0 0 50 50 0.0141511 0.0240032 -0.00985211 6.39535e+06 2562.38 255.658 0.00559882 0.000288018 0 0.0015844 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0 80.3387 -15.7375 0 24 9 107 0.01305 0.01305 0 0 0 0 50 50 0 0 0 3.15709e+07 0 2306.72 0.00559882 0 0 0.0125667 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 106752 1.15851 80.3387 -15.7375 0 25 7 56 0.00152 0.00152 0 0 0 0 50 50 0.00871279 0.0144203 -0.00570751 2.3683e+07 1539.39 202.092 0.00561393 0.000174731 0 0.00105998 1 1 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0 80.3387 -15.7375 0 25 8 80 0.00467 0.00467 0 0 0 0 50 50 0 0 0 3.34359e+07 0 876.59 0.00561393 0 0 0.00511831 1 0 1 1
1981 1 1 3 0 15 500 500 5 5 106752 0 80.3387 -15.7375 0 25 9 100 0.00914 0.00914 0 0 0 0 50 50 0 0 0 8.97871e+06 0 460.71 0.00561393 0 0 0.0025345 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 19.8117 27.5839 -18.4247 0 0 0 -1 -1 -1 0 0 0 0 50 50 0.816771 0.718233 0.098538 -1 1e+07 1e+07 1 0.00708001 0 0.816771 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0.573517 27.5839 -18.4247 0 16 9 110 0.01423 0.01423 0 0 0 0 50 50 0.0127831 0.0207917 -0.00800862 372144 289484 289484 54.665 0.00071227 0 0.0127831 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0.519858 27.5839 -18.4247 0 17 9 115 0.01249 0.01249 0 0 0 0 50 50 0.0140736 0.0188464 -0.00477286 1.58148e+06 262400 262400 13.2843 0.000646911 0 0.0140736 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0.389953 27.5839 -18.4247 0 18 9 116 0.01264 0.01264 0 0 0 0 50 50 0.0143822 0.014137 0.000245251 933297 196830 196830 16.6849 0.000487586 0 0.0143822 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0.543914 27.5839 -18.4247 0 21 9 126 0.01917 0.01917 0 0 0 0 50 50 0.0439961 0.0197185 0.0242776 3.76401e+06 274542 70570.3 0.978024 0.000676245 0 0.00754393 1 1 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0 27.5839 -18.4247 0 21 10 163 0.04235 0.04235 0 0 0 0 50 50 0 0 0 2.31569e+06 0 95914.3 0.978024 0 0 0.0114293 1 0 1 1
1981 1 1 4 0 15 500 500 5 5 1.39231e+07 0 27.5839 -18.4247 0 21 11 217 0.1012 0.1012 0 0 0 0 50 50 0 0 0 1.09175e+06 0 108057 0.978024 0 0 0.0250228 1 0 1 1
