Year Quarter.no SMS.area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean Predator.weight Predator.size Predator.available.food Diri.p Diri.sum.p Diri.like multinom.like Prey.no  Prey.length.class Prey.length.mean Prey.weight  Prey.size Prey.number.obs Prey.number.prob Obj.N.contrib avail.prey.number.sum N.haul N.samples stomcon  stomcon.hat Residual L.N.bar Prey.avail Prey.avail.part Suit Stom.var obj.contrib stom.input stom.used.all stom.used.like stom.used.avail stom.type
1974 1 1 1 1 3 150 177 0.0482435 0.0482435 1.08098e+06 0 0 0 0 0 0 -1 -1 9999 0 0 0 0 17 17 1 1 0 -1 1.08098e+06 1.08098e+06 1.08098 0 0 1 0 1 1 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 0 0 -1 -1 9999 0 0 0 0 36 36 0.989469 0.91239 0.0770786 -1 1.35611e+06 1.35611e+06 1.35611 0.0799345 0 0.973535 0 1 1 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 2 77 0.00248 0.00248 0 0 0 0 36 36 0.00011425 0 0 38481.8 0 0 4.29752 0 0 0.00011425 0 0 0 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 3 92 0.00434 0.00434 0 0 0 0 36 36 0.00079408 0 0 167592 0 0 2.68798 0 0 0.00079408 0 0 0 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 4 109 0.00749 0.00749 0 0 0 0 36 36 0.00019569 0 0 2.20973e+06 0 0 1.51957 0 0 0.00019569 0 0 0 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 5 129 0.01268 0.01268 0 0 0 0 36 36 1e-08 0 0 7.21497e+06 0 0 0.7887 0 0 1e-08 0 0 0 2
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 6 149 0.0199 0.0199 0 0 0 0 36 36 0.0105313 0.08761 -0.0770786 9.00747e+06 130217 74264.5 0.41431 0.0799345 0 0.00147279 0 1 1 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 7 169 0.02951 0.02951 0 0 0 0 36 36 0 0 0 8.55019e+06 0 55952.5 0.221756 0 0 0.00888894 0 0 1 1
1974 1 1 1 1 4 200 225 0.0990984 0.0990984 1.48633e+06 0 0 0 0 2 8 189 0.04187 0.04187 0 0 0 0 36 36 0.0149994 0 0 9.03791e+06 0 0 0 0 0 0.0149994 0 0 0 1
1974 1 1 1 1 5 250 268 0.167465 0.167465 3.26752e+06 0 0 0 0 0 0 -1 -1 9999 0 0 0 0 57 57 0.798148 0.489611 0.308537 -1 1.59981e+06 1.59981e+06 1.59981 0.249892 0 0.772354 0 1 1 1
